# Interface defaults: the client-side variables a character is handed on its
# very first login, before it has any saved state of its own.
#
# columns: kind<TAB>id<TAB>value      kind is varc | varcbit | varcstr
#
# 240 entries: 92 varc, 100 varcbit, 48 varcstr. Sent only to a character whose
# PlayerSave.varcs is empty; from then on the character's own settings win.
# Read by com.opennxt.content.impl.VarcRestore.
#
# Treat this as a starting layout that is known to produce a working HUD, not as
# a specification of the client's own defaults. It contains interface state only
# -- panel positions, tab selections, HUD arrangement -- and no player data.
varcstr	2275	
varcstr	2276	
varcstr	2277	
varcstr	2278	
varcstr	2279	
varcstr	2280	
varcstr	2281	
varcstr	2282	
varcstr	2283	
varcstr	2508	zefferion
varcstr	2516	Familiar Special Ability
varcstr	2517	Cast your familiar's special ability.
varcstr	3947	This star can be drained of energy to give you Bonus XP in a skill of your choice.
varcstr	3948	This star can be drained of energy to give you Bonus XP in a skill of your choice.
varcstr	3949	Use an item on this magical notepaper to make it noted and stackable.
varcstr	3950	A stackable log that can be used for Firemaking and/or Fletching XP.
varcstr	3951	Springs that are used to charge the spring cleaner. Can also be used to upgrade the spring cleaner to unlock additional features.
varcstr	3952	This star can be drained of energy to give you Bonus XP in a skill of your choice.
varcstr	3953	This star can be drained of energy to give you Bonus XP in a skill of your choice.
varcstr	3954	Rub this lamp to get XP in a skill of your choice.
varcstr	3955	A stackable hide that can be used to train your Crafting.
varcstr	3956	This star can be drained of energy to give you Bonus XP in a skill of your choice.
varcstr	3957	This star can be drained of energy to give you Bonus XP in a skill of your choice.
varcstr	3958	This is a stackable bar that can be worked for Smithing XP based on your Smithing level.
varcstr	3959	Rub this lamp to get XP in a skill of your choice.
varcstr	3960	This star can be drained of energy to give you Bonus XP in a skill of your choice.
varcstr	3961	Magical trinkets that can teleport you to chromatic dragon locations, give Slayer XP, note items and land a finishing blow when fighting chromatic dragons.
